Subject,AgeGroup,Run,Item,PC1,PC2
208,10-12yo,3,3,-7.6536913,-5.651015
208,10-12yo,1,4,11.250416,-4.4800024
208,10-12yo,2,4,-10.136701,18.663002
208,10-12yo,3,4,-12.380961,-0.3104778
249,10-12yo,1,1,-14.339195,-7.0905747
249,10-12yo,2,1,6.736072,12.867384
249,10-12yo,3,1,-6.572304,14.0851965
249,10-12yo,1,2,-4.119483,14.344892
249,10-12yo,2,2,-9.957143,-10.137902
249,10-12yo,3,2,-8.660062,-2.313514
249,10-12yo,1,3,16.586267,-1.9706953
249,10-12yo,2,3,22.789198,-5.6904273
249,10-12yo,3,3,19.862703,0.7361333
249,10-12yo,1,4,1.872409,-5.283622
249,10-12yo,2,4,-19.568132,2.9609373
249,10-12yo,3,4,-4.630335,-12.507819
313,10-12yo,1,1,11.426056,-6.0580654
313,10-12yo,2,1,-7.514566,-5.911574
313,10-12yo,3,1,-11.625806,-3.8959992
313,10-12yo,1,2,-10.1156,-1.2544792
313,10-12yo,2,2,-1.714721,15.52075
313,10-12yo,3,2,-2.4728258,12.110346
313,10-12yo,1,3,4.1531267,10.032818
313,10-12yo,2,3,-9.797491,-5.7251225
313,10-12yo,3,3,1.5637742,-7.9862933
313,10-12yo,1,4,-5.4635835,-2.7202723
313,10-12yo,2,4,19.026781,-3.8840532
313,10-12yo,3,4,12.53486,-0.228053
315,10-12yo,1,1,13.189147,3.5409772
315,10-12yo,2,1,21.14008,-12.280013
